Words	raw	percent	mean_valence	sd_valence	mean_degree	sd_degree	comment_1	comment_2	comment_3	comment_4	comment_5	comment_6	comment_7	comment_8	comment_9	comment_10	comment_11	comment_12	comment_13	comment_14	comment_15	comment_16	comment_17	comment_18	comment_19	comment_20	comment_21	comment_22
Schnellere Bergung	2	0.44	2	0	3	0	"Man könnte ohne gefahr für Menschenleben Roboter ins feuer schicken etc um die Ursache schneller zu bekämpfen
"																					
Schnellere Entscheidungsfähigkeit	2	0.44	1	0	1	0																						
Schnellere Geschwindigkeit	2	0.44	2	0	1	0																						
Schnellere Hilfe	2	0.44	2	0	2	0	Da das Risiko um Leben geringer ist, können Rettungskräfte einen Roboter schicken, bevor eine vollständige Analyse des Problemgebiets vorliegt.																					
schnellerer Zugang	2	0.44	2	0	1	0	leichterer Zugang zu Gefahrenort																					
Schnelleres Lernfaehigkeit	2	0.44	1	0	3	0	im Vergleich zu Menschen																					
schnelleres Suchen	2	0.44	3	0	1.5	0.707106781186548																						
Schnelles Handeln	2	0.44	2	0	5	0																						
Schnelligkeit	8	1.76	2	1.0690449676497	1.75	0.886405260427918	Roboter können die Rettung insgesamt schneller machen, und dies kann Leben retten	Roboter können vor Ort gelagert werden																				
Schnelligkeit / Agilität	2	0.44	3	0	2	0																						
Schnelligkeit und Effizienz	4	0.88	3	0	1	0	Verbesserung von Schnelligkeit und Effizienz von Rettungseinsätzen																					
Schrittweise Steigerung	2	0.44	2	0	1	0																						
Schulung von Einsatzkräften	2	0.44	1	0	3	0	Erarbeiten von Lehrmaterial für Einsatzkräfte																					
Schulungen	2	0.44	1	0	1	0																						
Schutz anderer Bergungskräfte	2	0.44	2	1.4142135623731	4	0																						
Schutz der Rettungskräfte	2	0.44	2	0	1	0	beispielsweise in Kontaminationsszenarien																					
Schutz Mensch Tier	1	0.22	1	NA	1	NA	Über Roboter können Fähigkeiten wie Empathie mit Tieren vermittelt werden, ohne dass hierfür ein echtes Tier in Gefahr gerät.																					
Schutz Rettungskräfte	2	0.44	3	0	2	0	menschliche Rettungskräfte müssen sich nicht in Gefahr begeben																					
Schutz von Rettungskräften	4	0.88	3	0	2	1.15470053837925	Reduzierter Einsatz menschlicher Rettungskräfte in Gefahrensituationen																					
Schutz von Rettungspersonal	4	0.88	2.5	0.577350269189626	1.5	0.577350269189626																						
schützt Hilfsarbeiter	2	0.44	2	0	2	0	Da Mitarbeiter nicht unnötig Gefahren ausgesetzt sind, rettet dies strenggesehen auch ihre Leben.																					
Schützt Menschen	2	0.44	3	0	1.5	0.707106781186548	Keine menschliche Risiken nötig																					
Schützt Menschenleben	2	0.44	3	0	1	0																						
Schwachstelle	1	0.22	0	NA	3	NA	Die Anfälligkeit von Softrobotern kann sowohl ein Vorteil als auch ein Nachteil sein.																					
Schwarm an Helferrobotern	2	0.44	3	0	1	0																						
Schwer erreichbaren Orten	2	0.44	3	0	2	0																						
schwer zu bauen	1	0.22	-2	NA	1	NA																						
schwer zu programmieren	2	0.44	0	0	2	0																						
Schwer zugänglich	2	0.44	0	0	1	0																						
schwer zugängliche Bereiche	1	0.22	2	NA	1	NA																						
Schwer zugängliche Rettungsbereiche	2	0.44	3	0	3	0																						
schwerere bedingungen meisterbar	1	0.22	2	NA	1	NA																						
Schwergewichte heben	2	0.44	2	0	1	0																						
Schwierig anzupassen	2	0.44	-1	0	1	0																						
Schwierig zu Enwtickeln	2	0.44	-1	0	2.5	0.707106781186548	Eine derart komplexe Maschine ist schwierig herzustellen und zu entwickeln.																					
Schwierige Bergungen	2	0.44	3	0	2	0	In Bereichen, in die Menschen nicht vordringen können																					
schwierige Orte erreichen	2	0.44	3	0	1	0																						
Schwierigkeiten beim Troubleshooting	2	0.44	-2	0	1	0																						
sehr hohe Kosten	2	0.44	-1	0	2	0																						
Sehr Soft	1	0.22	3	NA	1	NA																						
sehr Teuer	1	0.22	-2	NA	1	NA	kann wegen soft Body geschädigt werden																					
Selbständigkeit	2	0.44	1	0	2	0	Z.b. Ältere Menschen können länger selbständig sein ohne eine menschliche Unterstützung																					
Selbstlernende Roboter	2	0.44	0	0	4	0																						
Selbstständig/Eigenständig	4	0.88	1	1.15470053837925	1.5	0.577350269189626																						
Selbsttötende Maschinen	2	0.44	-3	0	3	0																						
Selektive Wahrnehmung	2	0.44	-1	0	2	0	Basierend auf dem Algorithmus kann der Roboter die Gefahren nicht richtig erkennen bzw. ignorieren.																					
sensibilitat	2	0.44	-3	0	1	0																						
Sensitivität ggü. Ausnahmesituationen	2	0.44	-1	0	1.5	0.707106781186548	Roboter kann ggf. unbekannte Situationen nicht akkurat einschätzen																					
Sensoren	2	0.44	3	0	1	0																						
Sensorstärke	2	0.44	-2	0	1	0	Sensoren, die falsch eingestellt sind, können ggf. dazu führen, das ein Gebiet als frei von Opfern markiert wird, obwohl sich dort noch überlebende Menschen befinden.																					
Setzt Rettungskräfte frei	2	0.44	1	0	1	0	Bei vollständiger Autonomie sind weniger Rettungskräfte gebunden																					
Sicher	4	0.88	3	0	1.5	0.577350269189626	Es müssen sich keine Menschen in Gefahrensituationen begeben																					
Sichere Rettung	2	0.44	3	0	1	0	"durch Vorabbewertung der Roboter
"																					
Sicherer für Menschen	4	0.88	2	0	1	0																						
Sicherheit	28	6.17	1	2.16024689946929	1.6428571428571428	1.02611405453295	Verhindert, dass MEnsche unter schwierigen oder gefãhrlichen Bedingungen arbeiten müssen, um die Sicherheit zu erhöhen.	"Kann nicht 100% sicher sein
"	Könnten gehackt werden	Ermöglicht den Einsatz in schwierigen Situationen in denen menschliche Retter sich selbst in Gefahr bringen würden	durch Zuverlässigkeit	Keine Menschen werden in Gefahr gebracht	Weiches Material reduziert Verlezungsrisiko															
Sicherheit (Pflege)	2	0.44	0	0	3.5	0.707106781186548	Roboter können durch Genauigkeit Sicherheit garantieren oder Menschen schaden zufügen (Pflege)																					
Sicherheit für Einsatzkräfte	2	0.44	3	0	1	0																						
Sicherheit für Retter	1	0.22	3	NA	3	NA																						
Sicherheit für Rettungskräfte	6	1.32	3	0	1.6666666666666667	1.03279555898864																						
Sicherheit Rettungspersonal	2	0.44	3	0	1	0	MEnschliche Rettungskräfte werden nicht gefährdet																					
Sicherheits Risikos	2	0.44	1	0	1	0																						
Sicherheitsbedenken	3	0.66	-3	0	1.6666666666666667	1.15470053837925	Die Möglichkeit von Hackerangriffen oder Missbrauch																					
Sicherheitslücke	2	0.44	-2	0	1	0																						
Sicherheitsrisiko (Hacking)	2	0.44	-3	0	1	0																						
Sicherheitsrisiko (KI)	4	0.88	-3	0	2	1.15470053837925	was passiert bei einer Fehlfunktion																					
Sicherheitsverbesserung	2	0.44	1	0	1	0	Minimiert menschliche Risiken																					
"Sind ""unbegrenzt"" verfügbar"	2	0.44	3	0	2	0	theoretisch gesehen, im Gegensatz zu menschlichen Rettern																					
sind bewegbar	1	0.22	1	NA	2	NA																						
sind einfach cool	2	0.44	3	0	1	0	roboter sind halt einfach cool und machen sau spaß. wenn sie dann auch noch einen nutzen haben, win-win																					
Sind Emotionale Unterstützung	1	0.22	2	NA	2	NA																						
Sind Gruselig	2	0.44	-1	0	2	0	Die Roboter wirken gruselig auf mich.																					
sind psychisch überlegen	2	0.44	1	0	1	0	Kein Trauma für Rettende																					
Sind pysisch überlegen	2	0.44	1	0	1	0	Kraft, wendigkeit, mobilität																					
sind teuer	2	0.44	-2	0	1.5	0.707106781186548																						
Skalierbarkeit	2	0.44	2	0	1	0	Roboter können schneller hergestellt werden, als Menschen ausgebildet werden könnten.																					
Skalierungspotenzial	2	0.44	1	0	3.5	0.707106781186548	Langfristig können Assistenzroboter die Bedürfnisse einer immer älteren Gesellschaft abdecken.																					
Skepsis	2	0.44	0	0	2	0																						
Skepsis alter Menschen	2	0.44	-1	0	1	0	besonders alte Menschen könnten den Robotern sehr negativ gegenüber s tehen																					
so viele Möglichkeiten	2	0.44	2	0	1	0																						
Social Hacking	1	0.22	-3	NA	1	NA																						
Soft statt präzise	1	0.22	-1	NA	1	NA																						
softe Rettungsroboter	5	1.1	0.2	0.447213595499958	3.2	1.78885438199983																						
softe Roboter ausgenommen	1	0.22	1	NA	1	NA																						
Soften Rettungsrobotern benutzen	1	0.22	3	NA	2	NA	Im lebensgefährlichen Orte kann man Soften Rettugnsrobotern benutzen																					
softroboter	1	0.22	0	NA	3	NA																						
Softroboter	23	5.07	0.7391304347826086	1.13687735423707	3.347826086956522	1.69514535853456																						
Softwarefehler	2	0.44	-2	0	2	0																						
Softwarefehler möglich	2	0.44	-3	0	1	0																						
Sozial isolierte Menschen	2	0.44	2	0	1	0																						
soziale Abhängigkeit	1	0.22	-3	NA	4	NA																						
Soziale Akzeptanz	2	0.44	-2	0	2	0																						
Soziale Assistenzroboter	203	44.71	0.3694581280788177	0.931544656737125	2.6600985221674875	1.56310619611859	Insgesamt sind die Roboter positiv zu sehen da sie eine Chance darstellen.	bietet eine Menge Chancen, inbesondere wenn man bedenkt, dass die Gesellschaft zunehmend altert und es einen Personalmangel in Pflegeberufen gibt	ich sehe den Assistenzroboter als positiv, da momentan großer Personalmangel herrscht und die Roboter da helfen können																			
Soziale Begleiter	2	0.44	0	0	6.5	0.707106781186548																						
Soziale Berufe Attraktivität	2	0.44	3	0	1	0	Soziale Berufe können durch Entlastung von Robotern wieder attraktiver für große Zahl an Menschen werden																					
Soziale Eingliederung	2	0.44	2	0	1	0																						
Soziale Faktoren	2	0.44	-0.5	0.707106781186548	3	0	Gerade in diesen einsatzbereichen gibt es große soziale Probleme, die von Assisten schlecht aufgefangen sind.																					
Soziale Interaktion	6	1.32	1.3333333333333333	1.36626010212795	1.3333333333333333	0.516397779494322	Roboter verhalten sich anders als Menschen	Einsame Menschen können mit Assistenzrobotern interagieren																				
Soziale Isolation	4	0.88	-1.5	1.73205080756888	1.75	0.957427107756338																						
soziale Isolation Vereinsamung	2	0.44	-3	0	5.5	0.707106781186548	Menschen brauchen menschliche Nähe, kann unmöglich durch Roboter ersetzt werden																					
Soziale Situation üben	2	0.44	3	0	1	0																						
Soziale Unbeholfenheit	2	0.44	-3	0	1	0																						
Soziale Ungleichheit	2	0.44	-3	0	2	0	Wird diese Art Therapie nur den Leuten mit genügend Geld zur Verfügung gestellt?																					
Soziale Unterstützung	2	0.44	2	0	1	0	Unterstützung psychischer Patienten die sich nicht gut oder garnicht mit anderen reden wollen																					
Soziale Verkümmerung	2	0.44	-2	0	1	0	Ich könnte mir vorstellen, dass wenn ein zu großer Austausch lediglich mit Roboter besteht, dass dies zu sozialen Dysfunktionen mit Mitmenschen führt.																					
Sozialer Ausschluss	2	0.44	-3	0	2	0																						
Sozialer Beistand	1	0.22	2	NA	1	NA	Kann helfen einsamen Menschen die sonst keinen Kontakt haben etwas nähe zu bringen																					
sozialer Kontakt	2	0.44	3	0	2.5	0.707106781186548	zum Beispiel für sozial isolierte und/oder alte Menschen																					
Sozialer Wandel	2	0.44	-1	0	1	0																						
Soziales Verhalten	2	0.44	-1	0	1	0	Das Verhalten anderen Menschen gegenüber kann sich ändern bei zu langer Interaktion mit Robotern.																					
Sozialisierung	2	0.44	3	0	2	0																						
Sozialkompetenz fördern	2	0.44	3	0	1	0	Sozialkompetenz von Menschen mit Einschränkungen oder Alten fördern mit Roboter, der zuhört																					
Sozialphobie	2	0.44	1	0	1	0	Können Menschen mit einer Sozialphobie helfen																					
Sparsam	2	0.44	0.5	0.707106781186548	2	0																						
spart Kosten	2	0.44	1	0	3	0																						
Spaß	3	0.66	1.6666666666666667	0.577350269189626	1	0																						
Spezialfunktionen	1	0.22	2	NA	1	NA	Kann mehr Dinge, als menschliche Retter																					
Spezialisiert Roboter	2	0.44	3	0	4	0																						
Spezialisierte Pflege	2	0.44	2	0	1	0	Manche Pflegeberufe könnten vermutlich nicht so leicht von Robotern übernommen werden																					
spezialisierte Werkzeuge	3	0.66	1.3333333333333333	0.577350269189626	1	0	Ein Roboter kann mit speziellen Werkzeugen ausgestattet sein (Bohrer, Zange usw.) 																					
Spezialisierung	4	0.88	-0.5	0.577350269189626	1.5	0.577350269189626	Der Roboter ist nur für eine spezielle Form der Rettung spezialisiert	Es gibt keine Roboter, die auf alle Eventualitäten vorbereitet sind, sondern zumeist solche, die auf lediglich eine Art von Katastrophe spezialisiert sind (bspw. Erdbeben vs. Überschwemmung)																				
Spezialisten zum Steuern	1	0.22	0	NA	1	NA																						
Speziell geschultes Personal	2	0.44	-1	0	1	0																						
spezielle Anpassung	1	0.22	0	NA	2	NA	z.B. wenn softe Roboter nicht ordnungsgemäß für ihren Zweck vorbereitet sind, kann dies trotz der Hilfe die der Roboter bietet auch kontraproduktiv sein.																					
spezielle Aufgabengebiete	1	0.22	0	NA	2	NA																						
Spezielles Training	2	0.44	-1	0	1	0	"Es müssen Kapazitäten geschaffen werden, damit Leute ausgebildet werden, die die Roboter betreuen können und überprüfen können
"																					
Spiel	2	0.44	1	0	1	0	Mit einem Roboter zu interagieren kann mehr Spaß machen, da es mehr wie ein Spiel wirkt. Man kann unter Umständen mehr Interaktion erhalten.																					
spielerische Lerninhalte	1	0.22	2	NA	1	NA	Lerninhalte können Kita-Kindern spielerisch vermittelt werden																					
Spielzeug	1	0.22	-1	NA	3	NA																						
sportliche Unterstützung	2	0.44	3	0	1	0																						
Sprachförderung	2	0.44	1	0	1	0	Soziale Interaktionen werden angeregt																					
Sprachliche Barrieren entfallen	2	0.44	1	0	1	0																						
Staatliche Einnahmen	2	0.44	3	0	3	0																						
Stabill	2	0.44	0	0	2	0																						
Stadtplanung	2	0.44	0	0	3	0	 Entscheidend für zukunftsfähige, lebenswerte Städte.																					
Ständige Verfügbarkeit (zeitlich)	2	0.44	3	0	1	0																						
Ständige Zugänglichkeit	2	0.44	2	0	2	0																						
Stärke (Kraft)	2	0.44	2	0	1	0	z.B. zum Heben von Trümmerteilen	herkömmliche Roboter																				
starke emotional Abhängigkeit	1	0.22	-2	NA	1	NA	negative Reaktion, wenn der Roboter kaputt geht -  ähnlich wie beim Tod eines Haustiers																					
Starke Skepsis Eingewöhnung	2	0.44	-2	0	1	0	Der Start damit wird nicht einfach für betreffende Einrichtungen																					
stärker	6	1.32	1.6666666666666667	1.03279555898864	1.3333333333333333	0.516397779494322	Roboter können möglicherweise Dinge bewegen, bei denen Menschen große Probleme hätten	der Roboter kann bspw. Objekte bewegen die ein Mensch nicht bewegen könnte																				
stärker als Mensch	12	2.64	2.6666666666666665	0.778498944161523	1.1666666666666667	0.389249472080761	Speziell ausgerüstete Maschinen könnten festeckende Opfer schneller und effizienter heraushelfen und bergen.	In vielen Situationen, z.B. beim Räumen von Trümmern ein großer Vorteil.	wie bereits erwähnt, haben in dem Erdbeben in der Türkei sehr menschen ihr leben verloren und das aus dem Grund, weil die menschliche Kraft nach einem Gewissen Punkt nicht ausgereicht hat. Z.B. die Mauern die auf dem Menschen vielen konnten nicht gehoben werden, weshalb arm und bein abgesschnitten werden musste. Wäre der Roboter da, könnte er mehr kraft zeigen und die mauer heben. 																			
stärkere Auslastung	2	0.44	3	0	1	0	die Roboter können ununterbrochen eingesetzt werden																					
Stärkere Einsamkeit	2	0.44	-2	0	1.5	0.707106781186548	Möglicherweise fühlen sich die Menschen noch einsamer, wenn mehr und mehr Tätigkeiten durch Maschinen übernommen werden																					
Stärkerer Verlust	1	0.22	-1	NA	1	NA	durch das lebewesenähnliche Aussehen, merken Menschen noch weniger, dass sie keinen wirklichen menschlichen Kontakt mehr haben																					
Stärkung der Unabhägikeit	2	0.44	0	0	1	0	Mehr Effizienz																					
Stärkung sozialer Fähigkeiten	2	0.44	1	0	1	0																						
Steigengende Technologie Abhängigkeit	2	0.44	-2	0	2	0	Und das damit verbundene Abladen von Verantwortung																					
steigerung von Sozialkompetenzen	2	0.44	1.5	0.707106781186548	1.5	0.707106781186548																						
Stellenabau	1	0.22	-3	NA	1	NA																						
stets da/ einsatzbereit	2	0.44	2	0	1	0																						
Steuerung	1	0.22	1	NA	1	NA																						
Steuerung durch Algorithmen	2	0.44	0	0	1	0	"Algorithmen können ""richtige"" und ""falsche"" Entscheidungen produzieren"																					
störende Körper	2	0.44	-3	0	1	0																						
Störungen im Programm	2	0.44	-2	0	1	0																						
Störungsanfällig/Wartungsintensiv	6	1.32	-2.6666666666666665	0.516397779494322	2	0	Technische Probleme	"Kleinste fehler bei der Wartung können schlimme ausmaße im Einsatz bedeuten
"																				
Stressauslösung	1	0.22	-2	NA	1	NA																						
Stromausfall	1	0.22	-3	NA	1	NA	Kurzschluss																					
Stromversorgung etc.	2	0.44	0	0	1	0	logistische Herausforderung ggf.																					
strukturierte Therapieabläufe	2	0.44	1	0	1	0																						
Stütze für Kommunikation	2	0.44	1	0	2	0	Für Menschen mit Autismus oder sozialen Störungen könnten Roboter eine Brücke zur zwischenmenschlichen Kommunikation schlagen.																					
subjektive/objektive Daten	2	0.44	0	0	3	0																						
Substitution sozialer Kontakte	2	0.44	-2	0	3.5	0.707106781186548	Wir werden immer einsamer, bspw. durch Social Media. Roboter könnten diesen Trend weiter verstärken.																					
Such- und Rettungsaktionen	2	0.44	3	0	5	0																						
Suche nach Opfern	2	0.44	0	0	1	0																						
Suche von Opfern	2	0.44	3	0	2	0																						
Suchfähigkeiten besser	2	0.44	3	0	1	0	Roboter können im Dunkeln und im Rauch usw besser suchen weil sie zahlreiche Sensoren haben																					
Sucht	2	0.44	-3	0	3	0	Die Menschen werden nicht versuchen, ihr soziales Umfeld zu ändern, wenn sie von Robotern abhängig werden.																					
Sucht und Abhängigkeit	2	0.44	-2	0	2	0																						
süss aussehen	1	0.22	3	NA	1	NA																						
SWFeatures begrenzen	2	0.44	0	0	1	0	keine Features die für Krieg verwendet werden könnten in Roboter einbauen, aber auch problematisch, da dadurch wichtige Funktionen für Rettungsroboter fehlen																					
Synergien	3	0.66	1.3333333333333333	0.577350269189626	1.3333333333333333	0.577350269189626	mit anderen autonomen Technologien wir bspw. autonomes Fahren	Werden geschaffen beim Opfersuchen																				
Systematischeres Vorgehen	2	0.44	2	0	1	0																						
Task-orientiert	2	0.44	3	0	2	0	Stress ist kein Thema. tut das, wofür es programmiert wurde																					
Technik	1	0.22	1	NA	1	NA																						
Technische Ausfälle	4	0.88	-3	0	1.5	0.577350269189626																						
technische Ausrüstung	2	0.44	1	0	1	0	"z.B. Wärmesuchkameras
"																					
Technische Begrenzungen	2	0.44	-3	0	1	0																						
Technische Challenge	2	0.44	-3	0	4	0																						
Technische Einschränkung	2	0.44	-1	0	1	0																						
Technische Fehler	8	1.76	-1.5	1.19522860933439	1.25	0.462910049886276	Es ersteht eine Risiko von technischen Fehlern	"Fehlprogrammierungen der Roboter
"	Ausfälle oder technische Probleme können auftreten																			
technische Fehler möglich	2	0.44	-2	0	1	0																						
Technische Herausforderungen	2	0.44	-3	0	1	0																						
Technische Limitationen	2	0.44	-1	0	3.5	0.707106781186548																						
Technische Möglichkeiten	2	0.44	2	0	1	0	z.B. Musik, Bildschirm, tanzen																					
Technische Probleme	8	1.76	-2.5	0.534522483824849	1.5	0.534522483824849	Risiko, dass es zu Fehlfunktionen kommt																					
technische Schäden	1	0.22	-1	NA	1	NA	Kann am Gelände schäden erleiden																					
technische Störung	6	1.32	-3	0	1.3333333333333333	0.516397779494322	Maschienen machen brutale Fehler																					
Technische Suchmittel	2	0.44	2	0	1	0	Einfacher Einsatz durch Roboter, der technische Hilfsgeräte bündeln kann																					
Technischer Fortschritt	4	0.88	1	1.15470053837925	1.5	0.577350269189626	Die Technik ist nicht bereit großflächig in Form von Robotern Gefühle von Menschen zu erkennen und wie Menschen zu arbeiten. So kann keine Sicherheit garantiert werden.	Wir können aus Fehlern lernen und sie auch für die Weiterentwicklung einsetzen																				
technisches Versagen	4	0.88	-2.5	0.577350269189626	1.25	0.5																						
technisches Versagen möglich	2	0.44	-1	0	1	0	leere Akku, kein Empfang																					
technisches Verständnis	2	0.44	0	0	1	0																						
Technisierung der Pflege	2	0.44	-1	0	2	0	Umsturz traditioneller Management- und Pflegekonzept im Gesundheitsbereich																					
technolgy abhaenigkeit	2	0.44	-2	0	2	0																						
Technologie	5	1.1	-1.2	1.09544511501033	1.4	0.547722557505166	Zugang zu Robotern kann nicht von allen Menschen (Eingeschränkte, Ältere, u.ä.) genutzt werden	Die Technologie entwickelt sich mit der Zeit weiter, wodurch Rettungsroboter noch effektiver werden	Könnte anfällig für Ausfälle und andere technische Probleme sein																			
Technologieabhängigkeit	2	0.44	1	0	1.5	0.707106781186548																						
technologisch spannend	2	0.44	1	0	1	0																						
Technologische Grenzen	2	0.44	-0.5	0.707106781186548	3	0																						
Technsiche - Verbindungsprobleme	2	0.44	-3	0	1	0																						
teuer	6	1.32	0.3333333333333333	0.516397779494322	1.6666666666666667	0.516397779494322	Wahrscheinlich teuer, jedoch vermutliich immer noch billiger als Menschenleben tbf	Die Wartung und instandhaltung ist kostenaufwendig.																				
teure Entwicklung	2	0.44	0	0	1	0																						
teure Sensore	2	0.44	0	1.4142135623731	1	0																						
Teurer Anschaffung	2	0.44	-2	0	1	0	Anschaffungs und Wartungskosten sind teuer																					
therapeutische Funktion	2	0.44	2	0	2	0																						
therapeutische Wirkung	2	0.44	3	0	1	0																						
Therapie	11	2.42	1.6363636363636365	1.02691063610494	2.272727272727273	1.67874411932904	zum Beispiel bei personalisierten übungen die psychischen Störungen untersuchen																					
Therapieroboter	2	0.44	-3	0	2	0	Menschen sollten Menschen helfen und nicht durch Roboter ersetzt werden																					
Tier/Menschen-ähnlicher Kontakt	1	0.22	0	NA	2	NA	"Mehr Nähe zu patient:innen, aber kein richtiger Menschlicher Kontakt (nur simulierend)

"																					
Tierähnlich	1	0.22	2	NA	3	NA																						
Tierähnlich bei Kindern	1	0.22	1	NA	1	NA																						
Tierähnliche Form	1	0.22	-1	NA	1	NA	Die tierähnliche Form führt zu weniger Assoziation mit menschlichem Gegenüber																					
Tierschutz	1	0.22	3	NA	1	NA	Wird ein Softroboter verwendet, anstatt eines Tiers, schützt das das Tier vor potenziell schädlichem Verhalten des Eigentümers																					
Traditionelle Fertigkeiten	2	0.44	-1	0	1	0	Verlust von traditionellen Fertigkeiten durch die zunehmende Automatisierung																					
Traglast	2	0.44	2	0	1	0	"Ein Roboter könnte auch so Designt sein das er mehr tragen kann als ein Mensch
"																					
Trainingsdaten Qualität	2	0.44	-2	0	2	0																						
Transparenz notwendig	2	0.44	0	0	1	0	Es sollte ersichtlich sein, wie Rettungsroboter programmiert wurden und Entscheidungen treffen, damit ihre Arbeit kritisch bewertet werden kann.																					
Transport von Gütern	1	0.22	3	NA	1	NA																						
Transport von Versorgung	1	0.22	3	NA	2	NA	Können erheblich mehr Nahrung usw. transportieren und somit zu rettende Menschen versorgen																					
Traumapatienten	2	0.44	1	0	1	0	traumatisierte Kinder können ihr erfahrenes Leid evtl. leichter einem (kindlich gestalteten) Roboter anvertrauen als einer fremden erwachsenen Person																					
trauriges gesellschaftliches Zeugnis	2	0.44	-3	0	1	0																						
Triage	2	0.44	0	0	2	0	Vorteilhaft finde ich das es möglicherweiser nach ein Triage Prinzip arbeiten könnte																					
Trink-Erinnerung	1	0.22	1	NA	1	NA	Roboter kann Seniorenheimbewohner regelmäßig erinnern, dass sie etwas trinken müssen (und ein Glas Wasser / Saft anliefern).																					
Trümmer	2	0.44	2	0	1.5	0.707106781186548																						
Trümmer räumen	2	0.44	2	0	2	0																						
Überabhängigkeit	2	0.44	-2	0	1	0	Da es besser und billiger ist																					
überall kontrollierbar	2	0.44	2	0	3	0																						
überfordernd	1	0.22	-2	NA	1	NA	soziale Assistenzroboter zwingen zu einem anderen Denken und kann überfordernd wirken																					
Überlebenswichtige Objekte	2	0.44	3	0	1	0	Opfern bekommen überlebenswichtige Sachen gelifert, wie zum Beispiel Wasser, Essen und Medizin																					
Übermütig	2	0.44	0	0	3	0	Rettungskräfte könnten übermütig bei der Rettung werden, wenn sie nicht selbst in Gefahr sind. Allerdings können sie so aber auch schneller zugreifen																					
Übernahme entwürdigender Tätigkeiten	2	0.44	3	0	3	1.4142135623731	Körperliche Pflege ist mit Scham verbunden. Patient:innen finden es womöglich angenehmer, körperliche Pflege von Robotern durchführen zu lassen und Pfleger:innen eher in sozialen Setting zu begegnen																					
Überstimmulation	1	0.22	-1	NA	1	NA																						
Übertrifft menschliche Retter	2	0.44	2	0	1.5	0.707106781186548	Kann in Situationen eingesetzt werden, wo Menschen nicht hinkommen																					
Überwachung	2	0.44	0	0	3	0	Mit Robotern können Patienten besser direkten Überwacht werden																					
Überwachung von Vitalzeichen	2	0.44	1	0	1	0																						
Überwindung physischen Einschränkung	2	0.44	3	0	3	0																						
umfunktionierung	2	0.44	-2	0	2	0	hinterhältige Diktatoren könnten die Maschinen umprogrammieren und als Waffe gegen ahnungslose Opfer benutzen																					
Umgang mit verletzen	2	0.44	-2	0	1	0																						
Umgang/Bedienung des Roboter	1	0.22	-1	NA	1	NA	Ältere Leute haben oft Schwierigkeiten mit der Bedienung von Computern etc.																					
Umgebungsunabhängig	2	0.44	3	0	1	0	Operabel in Luft, Wasser, Boden. Toxischen oder engen Umgebungen.																					
Umweltauswirkungen	2	0.44	-3	0	1	0	Herstellung und Entsorgung von Robotern können Umweltauswirkungen haben																					
Umweltbedingungen	1	0.22	-3	NA	2	NA	z.B.: Was tun bei längerem Stromausfall? Fachkräfte könnten dennoch arbeiten, Roboter nicht ohne Energie																					
Umweltverschmutzung	2	0.44	-3	0	3	0	 Schadet Gesundheit und Natur.																					
Unabhängige Überwachung	2	0.44	0	0	1	0	Die Arbeit von Rettungsrobotern sollte von unabhängigen Stellen untersucht und Berichte mit Handlungsempfehlungen öffentlich gemacht werden.																					
Unangenehme Tätigkeiten	2	0.44	3	0	1	0	Kann Dinge übernehmen die für Pfleger oder Gepflegte unangenehm sind. 																					
Unauffälliger Helfer	1	0.22	2	NA	1	NA	Steht nicht im Mittelpunkt, eher nur unterstützend																					
unausgereift	2	0.44	-2	0	1	0																						
unausgereifte technik	2	0.44	-2	0	1	0																						
Unbeeindruckt von Emotionen	2	0.44	0	0	2	0	Rettungsroboter haben keine Emotionen, die sie ablenken könnten. Allerdings auch keine Emotionen, die ihnen Handlungsleitlinien geben könnten.																					
unbegrenzte Einsetzbarkeit	2	0.44	3	0	1	0																						
Unbegrenzter Support	2	0.44	2	0	3	0																						
unberechenbar	1	0.22	-1	NA	1	NA	Menschliche Emotionen sind komplex und es kann immer zu einer unerwarteten Reaktion kommen.																					
unbesetzte Stellen	2	0.44	-1	0	2	0																						
Uncanny Valley	2	0.44	-1.5	0.707106781186548	1.5	0.707106781186548																						
Undurchsichtbarkeit von KI	2	0.44	-1	0	1	0	Man kann nicht umbedingt sehen wie die Roboter entscheiden/ es ist nicht genau zu erkennen warum die sich wie entscheiden																					
Unechte Beziehungen	2	0.44	-2	0	1	0																						
Uneingeschränkter Zugang	2	0.44	3	0	1	0	Roboter können in Umfeldern agieren, die für den Menschen toxisch wären, z.B. atomar verstrahlte Bereiche																					
Unempfindlichkeit gegenüber Umweltreizen	2	0.44	3	0	2	0																						
Unendliche Geduld	2	0.44	3	0	5	0																						
Unerforscht	2	0.44	-3	0	2	0	Auch an Personen, die die Unterstützung nicht benötigen, ist der Einfluss von sozialen Assistenzrobotern nicht abschließend erforscht																					
Unerreichbare Gebiete	2	0.44	3	0	2	0	Einsatz in durch Menschen unerreichbaren Gebieten ist möglich																					
unerreichbare Orte	2	0.44	1	0	3	0																						
Unerreichbare Stellen erreichbar	1	0.22	3	NA	1	NA																						
Unerstützung beim Lernen	8	1.76	2.25	0.886405260427918	1.625	1.18773493916542	Die immer verfügbar ist gerade bei repitiven Aufgaben.	Ein Roboter könnte als Nachhilfelehrer dienen																				
